"DV_group","Food_Insecurity_Index","Unsafe_Score","WellBeing_Score"
"survivors",0,0.666666666666667,0.611111111111111
"survivors",0,0.888888888888889,0.537037037037037
"survivors",1,0.333333333333333,0.444444444444444
"survivors",0,0.583333333333333,0.583333333333333
"survivors",0,0.666666666666667,0.611111111111111
"survivors",0,0.0833333333333333,0.75
"survivors",0.625,0.333333333333333,0.4625
"survivors",0.5,0.833333333333333,0.333333333333333
"survivors",0.5,0.0833333333333333,0.583333333333333
"survivors",0,0.333333333333333,0.666666666666667
"survivors",0.875,0.333333333333333,0.319444444444444
"survivors",0.75,0.0833333333333333,0.4
"survivors",1,0.5,0.2
"survivors",1,0.777777777777778,0.12962962962963
"survivors",0,0.166666666666667,0.833333333333333
"survivors",0.5,0.75,0.375
"survivors",0,0.333333333333333,0.722222222222222
"survivors",0.75,0.5,0.305555555555556
"survivors",0,0.583333333333333,0.527777777777778
"survivors",0.375,0.166666666666667,0.597222222222222
"survivors",0,0.555555555555556,0.703703703703704
"survivors",0,0.583333333333333,0.694444444444444
"survivors",0.5,0.272727272727273,0.568181818181818
"survivors",0,0.444444444444444,0.685185185185185
"survivors",0,0.416666666666667,0.694444444444444
"survivors",0,0.444444444444444,0.685185185185185
"survivors",0.5,0.416666666666667,0.475
"survivors",0.5,0.555555555555556,0.433333333333333
"survivors",0.375,0.416666666666667,0.5625
"survivors",0,0.272727272727273,0.797979797979798
"survivors",0.375,0.75,0.3625
"survivors",0.125,0.5,0.569444444444444
"survivors",0.125,0.416666666666667,0.597222222222222
"survivors",0.625,0.583333333333333,0.319444444444444
"survivors",0.875,0.5,0.319444444444444
"survivors",0.375,0.166666666666667,0.4875
"survivors",0.25,0.5,0.527777777777778
"survivors",0.125,0.3,0.580555555555555
"survivors",1,0.666666666666667,0.15
"non-survivors",0.5,0.333333333333333,0.722222222222222
"survivors",1,0.393939393939394,0.331818181818182
"non-survivors",0.5,0.333333333333333,0.65
"non-survivors",0.5,0.444444444444444,0.685185185185185
"non-survivors",0.75,0.444444444444444,0.601851851851852
"non-survivors",0.875,0.25,0.625
"survivors",0.625,0.25,0.597222222222222
"non-survivors",0.5,0.444444444444444,0.685185185185185
"non-survivors",0.125,0.0833333333333333,0.930555555555556
"non-survivors",0.125,0.333333333333333,0.7625
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0.625,0.444444444444444,0.532407407407407
"non-survivors",0.25,0.444444444444444,0.691666666666667
"non-survivors",0.5,0.333333333333333,0.722222222222222
"non-survivors",0.375,0.25,0.791666666666667
"non-survivors",0.25,0.666666666666667,0.694444444444444
"non-survivors",0,0.444444444444444,0.851851851851852
"non-survivors",0.75,0.166666666666667,0.694444444444444
"survivors",0.125,0.166666666666667,0.791666666666667
"non-survivors",0,0.416666666666667,0.861111111111111
"non-survivors",0,0.166666666666667,0.944444444444444
"non-survivors",0,0.333333333333333,0.8
"non-survivors",0.25,0.333333333333333,0.725
"non-survivors",0.125,0.166666666666667,0.8125
"non-survivors",0.125,0.555555555555556,0.695833333333333
"non-survivors",0.25,0.416666666666667,0.7
"non-survivors",0.125,0.25,0.875
"non-survivors",0,0.416666666666667,0.861111111111111
"non-survivors",0,0.416666666666667,0.775
"non-survivors",0,0.25,0.825
"non-survivors",0.375,0.25,0.791666666666667
"non-survivors",0.75,0.166666666666667,0.694444444444444
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0,0.333333333333333,0.777777777777778
"survivors",0.375,0.111111111111111,0.726851851851852
"survivors",0.125,0.666666666666667,0.625
"survivors",0.5,0.333333333333333,0.55
"survivors",0,0.75,0.583333333333333
"survivors",0.5,0.583333333333333,0.527777777777778
"survivors",0.25,0.0833333333333333,0.777777777777778
"survivors",0,0.166666666666667,0.833333333333333
"survivors",0.5,0.111111111111111,0.685185185185185
"survivors",0.625,0.111111111111111,0.643518518518518
"survivors",1,0.222222222222222,0.481481481481482
"survivors",0,0.166666666666667,0.833333333333333
"survivors",0.5,0.583333333333333,0.527777777777778
"survivors",0,0.166666666666667,0.777777777777778
"survivors",0.125,0.5,0.625
"survivors",0.375,0.3,0.552777777777778
"survivors",0.75,0.25,0.5
"survivors",0.5,0.166666666666667,0.611111111111111
"survivors",0.25,0.0909090909090909,0.664141414141414
"survivors",0.5,0.666666666666667,0.388888888888889
"survivors",0,0.111111111111111,0.740740740740741
"survivors",0.5,0.5,0.45
"survivors",0.75,0.333333333333333,0.527777777777778
"survivors",0,0.25,0.805555555555556
"survivors",0.75,0.333333333333333,0.475
"non-survivors",0.625,0.666666666666667,0.5125
"non-survivors",0,0.222222222222222,0.925925925925926
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0.375,0,0.875
"non-survivors",0,0.0833333333333333,0.972222222222222
"non-survivors",0,0,1
"non-survivors",0.125,0.666666666666667,0.736111111111111
"non-survivors",0.75,0.222222222222222,0.675925925925926
"non-survivors",0.25,0.111111111111111,0.87962962962963
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0.25,0.166666666666667,0.861111111111111
"non-survivors",0.125,0,0.958333333333333
"non-survivors",0.5,0.25,0.675
"non-survivors",0,0,0.9
"non-survivors",0.375,0.416666666666667,0.736111111111111
"non-survivors",0.375,0.666666666666667,0.652777777777778
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0,0.166666666666667,0.944444444444444
"non-survivors",0.125,0,0.958333333333333
"non-survivors",0,0.333333333333333,0.8
"non-survivors",0,0,1
"non-survivors",0,0.5,0.75
"non-survivors",0.375,0.0833333333333333,0.847222222222222
"non-survivors",0,0.416666666666667,0.775
"non-survivors",0,0,1
"non-survivors",0,0.555555555555556,0.814814814814815
"non-survivors",0.75,1,0.416666666666667
"non-survivors",0,0.5,0.833333333333333
"non-survivors",0.125,0.583333333333333,0.763888888888889
"non-survivors",0.375,0,0.875
"non-survivors",0.25,0.666666666666667,0.694444444444444
"non-survivors",0,0.416666666666667,0.861111111111111
"non-survivors",0.125,0.333333333333333,0.847222222222222
"survivors",0,0.242424242424242,0.808080808080808
"survivors",0.125,0.333333333333333,0.736111111111111
"survivors",0.5,0.777777777777778,0.416666666666667
"survivors",0,0.25,0.805555555555556
"survivors",0.5,0.566666666666667,0.533333333333333
"survivors",0.75,0.272727272727273,0.492424242424242
"non-survivors",0.125,0.333333333333333,0.847222222222222
"non-survivors",0.5,0.333333333333333,0.722222222222222
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0.125,0.416666666666667,0.7375
"non-survivors",0.75,0.555555555555556,0.564814814814815
"non-survivors",0.5,0.583333333333333,0.638888888888889
"non-survivors",0.375,0.416666666666667,0.736111111111111
"non-survivors",0,0.222222222222222,0.833333333333333
"non-survivors",0.25,0.0833333333333333,0.888888888888889
"non-survivors",1,0.833333333333333,0.35
"non-survivors",0.375,0.111111111111111,0.837962962962963
"non-survivors",0.375,0.333333333333333,0.763888888888889
"non-survivors",0.125,0.0833333333333333,0.930555555555556
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0.25,0,0.916666666666667
"non-survivors",0.25,0.555555555555556,0.731481481481482
"non-survivors",0.25,0.583333333333333,0.65
"non-survivors",0,0.666666666666667,0.777777777777778
"non-survivors",0,0.5,0.833333333333333
"non-survivors",0.5,0.5,0.666666666666667
"non-survivors",0,0.583333333333333,0.725
"non-survivors",0.125,0.333333333333333,0.847222222222222
"non-survivors",0.5,0,0.833333333333333
"non-survivors",0.125,0.916666666666667,0.5875
"non-survivors",0.125,0.5,0.7125
"non-survivors",1,0.393939393939394,0.535353535353535
"non-survivors",0.125,0,0.958333333333333
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0.125,0.666666666666667,0.736111111111111
"non-survivors",0.375,0.333333333333333,0.763888888888889
"non-survivors",0.625,0.111111111111111,0.679166666666667
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0.375,0.166666666666667,0.819444444444444
"non-survivors",0,0.416666666666667,0.775
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0,NA,1
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0.125,0.416666666666667,0.819444444444444
"non-survivors",0.625,0.416666666666667,0.652777777777778
"non-survivors",1,0.666666666666667,0.444444444444444
"non-survivors",0.125,0.416666666666667,0.819444444444444
"survivors",0,0.5,0.722222222222222
"survivors",0.625,0.333333333333333,0.5125
"survivors",0,0.75,0.638888888888889
"non-survivors",0,0.666666666666667,0.7
"non-survivors",0,0.416666666666667,0.861111111111111
"non-survivors",0.5,0.444444444444444,0.685185185185185
"non-survivors",0,0.166666666666667,0.85
"non-survivors",0,0.222222222222222,0.925925925925926
"non-survivors",0,0.75,0.75
"non-survivors",0.75,0.666666666666667,0.527777777777778
"non-survivors",0.125,0.416666666666667,0.819444444444444
"non-survivors",0.25,0.333333333333333,0.805555555555556
"non-survivors",0,0.0833333333333333,0.972222222222222
"non-survivors",0,0.0833333333333333,0.972222222222222
"non-survivors",0.375,0.555555555555556,0.620833333333333
"non-survivors",0,0.111111111111111,0.962962962962963
"non-survivors",0.125,0.25,0.875
"non-survivors",1,0.416666666666667,0.527777777777778
"non-survivors",0.25,0.111111111111111,0.87962962962963
"non-survivors",1,0.25,0.583333333333333
"non-survivors",0.375,0.166666666666667,0.7375
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0,0.25,0.916666666666667
"non-survivors",1,0.0833333333333333,0.638888888888889
"non-survivors",0,0.166666666666667,0.944444444444444
"non-survivors",0.875,0.666666666666667,0.486111111111111
"non-survivors",0.375,0.166666666666667,0.7375
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0,0.0833333333333333,0.972222222222222
"non-survivors",0.5,0.25,0.75
"non-survivors",1,0,0.6
"non-survivors",0,0.0833333333333333,0.972222222222222
"non-survivors",0.125,0.333333333333333,0.847222222222222
"non-survivors",0.75,0.555555555555556,0.508333333333333
"non-survivors",0.125,0.166666666666667,0.902777777777778
"non-survivors",0,0.416666666666667,0.861111111111111
"non-survivors",0,0.25,0.916666666666667
"non-survivors",1,0.5,0.45
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0,0.0833333333333333,0.972222222222222
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0.75,0.121212121212121,0.70959595959596
"non-survivors",0,0,1
"non-survivors",0,0,1
"non-survivors",0.5,0.333333333333333,0.722222222222222
"non-survivors",0.125,0.0833333333333333,0.8375
"non-survivors",0.5,0.25,0.75
"non-survivors",0.875,0.333333333333333,0.5375
"non-survivors",0,0.0833333333333333,0.972222222222222
"non-survivors",0.75,0.333333333333333,0.638888888888889
"non-survivors",0,0.166666666666667,0.944444444444444
"non-survivors",0.125,0.272727272727273,0.780681818181818
"non-survivors",0,0,1
"non-survivors",0.25,0.5,0.75
"non-survivors",0.375,0.5,0.6375
"non-survivors",0,0.666666666666667,0.777777777777778
"non-survivors",0,0.583333333333333,0.805555555555556
"non-survivors",0.625,0.333333333333333,0.6125
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0,0.166666666666667,0.944444444444444
"non-survivors",0.375,0.416666666666667,0.736111111111111
"non-survivors",0.125,0.583333333333333,0.763888888888889
"non-survivors",0,0.25,0.825
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0,0.5,0.833333333333333
"non-survivors",0,0.666666666666667,0.777777777777778
"non-survivors",0,0.25,0.825
"non-survivors",0,0.25,0.825
"non-survivors",0.5,0.5,0.666666666666667
"non-survivors",0,0.0833333333333333,0.972222222222222
"non-survivors",0.5,0.121212121212121,0.713636363636364
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0.25,0.0909090909090909,0.886363636363636
"non-survivors",0.375,0.416666666666667,0.736111111111111
"non-survivors",0.125,0.333333333333333,0.847222222222222
"non-survivors",0,0.583333333333333,0.725
"non-survivors",0,0.75,0.75
"non-survivors",0,0.416666666666667,0.861111111111111
"non-survivors",0,0.166666666666667,0.944444444444444
"non-survivors",0.25,0.333333333333333,0.805555555555556
"non-survivors",0,0.416666666666667,0.861111111111111
"non-survivors",0.75,0.5,0.583333333333333
"non-survivors",1,0.212121212121212,0.595959595959596
"non-survivors",1,0.25,0.583333333333333
"non-survivors",1,0.5,0.5
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0,0.583333333333333,0.725
"non-survivors",0.875,0.583333333333333,0.4625
"non-survivors",0.75,0.212121212121212,0.679292929292929
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0.625,0.333333333333333,0.680555555555556
"non-survivors",0.25,0.166666666666667,0.861111111111111
"non-survivors",0.5,0.166666666666667,0.777777777777778
"non-survivors",0.875,0.166666666666667,0.652777777777778
"non-survivors",0.125,0.25,0.875
"non-survivors",0.875,0.416666666666667,0.5125
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0.25,0.666666666666667,0.694444444444444
"non-survivors",0,0.416666666666667,0.775
"non-survivors",0.375,0.444444444444444,0.726851851851852
"non-survivors",0.25,0.416666666666667,0.777777777777778
"non-survivors",0,0.333333333333333,0.8
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0,0.0909090909090909,0.96969696969697
"non-survivors",0.5,0.166666666666667,0.777777777777778
"non-survivors",0,0.303030303030303,0.898989898989899
"non-survivors",0.875,0.25,0.5625
"non-survivors",0,0.25,0.825
"non-survivors",0.75,0.0833333333333333,0.65
"non-survivors",0.75,0.166666666666667,0.694444444444444
"non-survivors",0.625,0.5,0.625
"non-survivors",0.25,0.111111111111111,0.87962962962963
"non-survivors",0.75,0.25,0.6
"non-survivors",0.25,0.5,0.75
"non-survivors",0.375,0,0.875
"non-survivors",0,0.0833333333333333,0.972222222222222
"non-survivors",0,0.416666666666667,0.775
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0.125,0.5,0.7125
"non-survivors",0,0.333333333333333,0.8
"non-survivors",0.125,0.133333333333333,0.913888888888889
"non-survivors",0,0.0833333333333333,0.972222222222222
"non-survivors",0,0.5,0.833333333333333
"non-survivors",1,0.545454545454545,0.484848484848485
"non-survivors",0.625,0.166666666666667,0.736111111111111
"non-survivors",0.25,0.166666666666667,0.861111111111111
"non-survivors",0,0.0833333333333333,0.875
"non-survivors",0.25,0.333333333333333,0.805555555555556
"non-survivors",0.375,0.416666666666667,0.6625
"non-survivors",0,0.222222222222222,0.925925925925926
"non-survivors",0,0.242424242424242,0.827272727272727
"non-survivors",0,0.166666666666667,0.85
"non-survivors",0.125,0.25,0.875
"non-survivors",0.5,0.25,0.75
"non-survivors",0.125,0.833333333333333,0.680555555555556
"non-survivors",0.375,0.666666666666667,0.5875
"non-survivors",0.75,0.25,0.666666666666667
"non-survivors",0.25,0.25,0.833333333333333
"non-survivors",0,0.0833333333333333,0.875
"non-survivors",0.75,0.5,0.583333333333333
"non-survivors",0,0.133333333333333,0.955555555555556
"non-survivors",0,0.222222222222222,0.925925925925926
"non-survivors",0,0.181818181818182,0.939393939393939
"non-survivors",1,0.0833333333333333,0.575
"non-survivors",0.5,0.291666666666667,0.736111111111111
"non-survivors",0,0,1
"non-survivors",0.5,0.333333333333333,0.65
"non-survivors",0.375,0,0.875
"non-survivors",0.125,0.416666666666667,0.819444444444444
"non-survivors",0,0.0833333333333333,0.972222222222222
"non-survivors",0.25,0.333333333333333,0.805555555555556
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0.5,0.151515151515152,0.782828282828283
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0,0.0909090909090909,0.96969696969697
"non-survivors",1,0.333333333333333,0.5
"non-survivors",0.375,0.166666666666667,0.819444444444444
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0,0.75,0.75
"non-survivors",0,0.166666666666667,0.85
"non-survivors",0.625,0.416666666666667,0.652777777777778
"non-survivors",0,0.166666666666667,0.944444444444444
"non-survivors",0,0.666666666666667,0.777777777777778
"non-survivors",0.875,0.272727272727273,0.617424242424242
"non-survivors",0.875,0.166666666666667,0.5875
"non-survivors",0.875,0.25,0.625
"non-survivors",0.75,0.916666666666667,0.444444444444444
"non-survivors",0.25,0.0833333333333333,0.888888888888889
"non-survivors",0.375,0.25,0.7125
"non-survivors",0.5,0.25,0.75
"non-survivors",0,0.5,0.833333333333333
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0.75,0.583333333333333,0.555555555555556
"non-survivors",0.125,0.416666666666667,0.819444444444444
"non-survivors",0,0.111111111111111,0.962962962962963
"non-survivors",0.375,0.75,0.625
"non-survivors",0,0.0833333333333333,0.875
"non-survivors",0.375,0.363636363636364,0.678409090909091
"non-survivors",0.125,0.5,0.791666666666667
"non-survivors",0.25,0.666666666666667,0.694444444444444
"non-survivors",0.75,0.0833333333333333,0.722222222222222
"non-survivors",0.5,0.416666666666667,0.694444444444444
"non-survivors",0.25,0.416666666666667,0.777777777777778
"non-survivors",0,0.242424242424242,0.919191919191919
"non-survivors",0.375,0.333333333333333,0.763888888888889
"non-survivors",0.5,0.583333333333333,0.638888888888889
"non-survivors",0.5,0.25,0.75
"non-survivors",0.25,0.166666666666667,0.861111111111111
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0.75,0.333333333333333,0.638888888888889
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0.25,0.166666666666667,0.861111111111111
"non-survivors",0.25,0.583333333333333,0.65
"non-survivors",0,0,0.9
"non-survivors",0.125,0.166666666666667,0.902777777777778
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0,0.333333333333333,0.8
"non-survivors",0,0.583333333333333,0.725
"non-survivors",0.125,0.416666666666667,0.819444444444444
"non-survivors",0.125,0.416666666666667,0.819444444444444
"non-survivors",0.375,0.166666666666667,0.819444444444444
"non-survivors",0.25,0.25,0.833333333333333
"non-survivors",0.25,0.5,0.75
"non-survivors",0.875,0.333333333333333,0.5375
"non-survivors",0.125,0.0833333333333333,0.930555555555556
"non-survivors",0,0.25,0.825
"non-survivors",0.5,0.416666666666667,0.694444444444444
"non-survivors",0,0.0833333333333333,0.972222222222222
"non-survivors",0.375,0.25,0.791666666666667
"non-survivors",0.625,0.583333333333333,0.5375
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0.125,0,0.8625
"non-survivors",0,0.333333333333333,0.888888888888889
"non-survivors",0.5,0.416666666666667,0.694444444444444
"non-survivors",0.25,0.444444444444444,0.768518518518518
"non-survivors",0,0.833333333333333,0.722222222222222
"non-survivors",0.25,0.416666666666667,0.777777777777778
"non-survivors",0,0.166666666666667,0.944444444444444
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0,0.416666666666667,0.861111111111111
"non-survivors",0.25,0,0.916666666666667
"non-survivors",0,0,1
"non-survivors",0,0.25,0.916666666666667
"non-survivors",0,0.0833333333333333,0.972222222222222
"non-survivors",0,0.0833333333333333,0.972222222222222
"non-survivors",0.25,0.583333333333333,0.722222222222222
"non-survivors",0.5,0.333333333333333,0.722222222222222
