"dv_any_lifetime","age_group","marital_status","education_level","earns_income","employment_status","disability_status","spouse_income_relation","locality_type","feels_unsafe_home","conflict_frequency","food_insecurity_score","feels_unsafe_day","feels_unsafe_night","combined_safety_index","dv_common_perception","vaw_problem_perception","mobility_frequency","will_seek_help_dv","help_source_dv","will_seek_help_harass","help_source_harass","unsafe_reason_1","unsafe_reason_2","unsafe_reason_3","unsafe_reason_4","unsafe_reason_5","unsafe_reason_6","unsafe_reason_7","unsafe_reason_8","unsafe_reason_9","unsafe_reason_10","unsafe_reason_11","food_insec","max_dv_count","Food_Insecurity_Index","DV_common_perception_score","DV_Common_Perception_norm","VAW_Perception_Score","VAW_Perception_norm","DV_Exposure","DV_Type_Count","Unsafe_Score","WellBeing_Score","DV_Type"
1,"50 – 59 years","Living with Partner","Less than primary",NA,"Employed",0,"More","Urban",1,"Weekly","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Not at all","2-3 times per week",1,"Seek support from family",1,"Seek help from shelter or safehouse for women",0,1,0,1,1,1,0,0,1,1,0,7,6,0.875,2,0.666666666666667,0,0,1,6,0.454545454545455,0.223484848484848,"Denial_of_Communication"
1,"50 – 59 years","Living with Partner","Less than primary",NA,"Employed",0,"More","Urban",1,"Weekly","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Not at all","2-3 times per week",1,"Seek support from family",1,"Seek help from shelter or safehouse for women",0,1,0,1,1,1,0,0,1,1,0,7,6,0.875,2,0.666666666666667,0,0,1,6,0.454545454545455,0.223484848484848,"Sexual_Harassment"
1,"18 – 29 years","Single","College",NA,"Employed",1,NA,"Urban",0,"Never","No coping mechanisms",0,0,"Feels safe","Common","A lot","Daily",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,3,1,1,5,0.416666666666667,0.525,"Physical"
1,"18 – 29 years","Single","College",NA,"Employed",1,NA,"Urban",0,"Never","No coping mechanisms",0,0,"Feels safe","Common","A lot","Daily",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,3,1,1,5,0.416666666666667,0.525,"Verbal"
1,"18 – 29 years","Single","College",NA,"Employed",1,NA,"Urban",0,"Never","No coping mechanisms",0,0,"Feels safe","Common","A lot","Daily",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,3,1,1,5,0.416666666666667,0.525,"Denial_of_Communication"
1,"18 – 29 years","Single","College",NA,"Employed",1,NA,"Urban",0,"Never","No coping mechanisms",0,0,"Feels safe","Common","A lot","Daily",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,3,1,1,5,0.416666666666667,0.525,"Sexual_Harassment"
1,"18 – 29 years","Single","College",0,"Fulltime caretaker",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0,0.333333333333333,"Feels safe","Common","A little bit","Daily",0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,1,0.333333333333333,1,5,0.333333333333333,0.611111111111111,"Physical"
1,"18 – 29 years","Single","College",0,"Fulltime caretaker",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0,0.333333333333333,"Feels safe","Common","A little bit","Daily",0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,1,0.333333333333333,1,5,0.333333333333333,0.611111111111111,"Verbal"
1,"18 – 29 years","Single","College",0,"Fulltime caretaker",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0,0.333333333333333,"Feels safe","Common","A little bit","Daily",0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,1,0.333333333333333,1,5,0.333333333333333,0.611111111111111,"Denial_of_Communication"
1,"18 – 29 years","Single","College",0,"Fulltime caretaker",0,NA,"Urban",0,"Once or twice","No coping mechanisms",0,0.333333333333333,"Feels safe","Common","A little bit","Daily",0,NA,1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,2,0.666666666666667,1,0.333333333333333,1,5,0.333333333333333,0.611111111111111,"Sexual_Harassment"
1,"18 – 29 years","Living with Partner","Technical / vocational",NA,"Employed",0,"Same","Rural",1,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,1,"Feels unsafe/Sometimes feels unsafe","Very common","A lot","Once a week",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,4,6,0.5,3,1,3,1,1,6,0.303030303030303,0.398989898989899,"Physical"
1,"18 – 29 years","Living with Partner","Technical / vocational",NA,"Employed",0,"Same","Rural",1,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,1,"Feels unsafe/Sometimes feels unsafe","Very common","A lot","Once a week",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,4,6,0.5,3,1,3,1,1,6,0.303030303030303,0.398989898989899,"Verbal"
1,"18 – 29 years","Living with Partner","Technical / vocational",NA,"Employed",0,"Same","Rural",1,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,1,"Feels unsafe/Sometimes feels unsafe","Very common","A lot","Once a week",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,4,6,0.5,3,1,3,1,1,6,0.303030303030303,0.398989898989899,"Denial_of_Needs"
1,"18 – 29 years","Living with Partner","Technical / vocational",NA,"Employed",0,"Same","Rural",1,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,1,"Feels unsafe/Sometimes feels unsafe","Very common","A lot","Once a week",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,4,6,0.5,3,1,3,1,1,6,0.303030303030303,0.398989898989899,"Denial_of_Communication"
1,"18 – 29 years","Living with Partner","Technical / vocational",NA,"Employed",0,"Same","Rural",1,"Once or twice","Some coping mechanisms (1-4)",0.333333333333333,1,"Feels unsafe/Sometimes feels unsafe","Very common","A lot","Once a week",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,4,6,0.5,3,1,3,1,1,6,0.303030303030303,0.398989898989899,"Sexual_Harassment"
1,"18 – 29 years","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0,0,"Feels safe","Very uncommon","Somewhat","Never",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0.375,0,0,2,0.666666666666667,1,6,0.166666666666667,0.486111111111111,"Physical"
1,"18 – 29 years","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0,0,"Feels safe","Very uncommon","Somewhat","Never",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0.375,0,0,2,0.666666666666667,1,6,0.166666666666667,0.486111111111111,"Verbal"
1,"18 – 29 years","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0,0,"Feels safe","Very uncommon","Somewhat","Never",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0.375,0,0,2,0.666666666666667,1,6,0.166666666666667,0.486111111111111,"Denial_of_Needs"
1,"18 – 29 years","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0,0,"Feels safe","Very uncommon","Somewhat","Never",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0.375,0,0,2,0.666666666666667,1,6,0.166666666666667,0.486111111111111,"Denial_of_Communication"
1,"18 – 29 years","Living with Partner","Completed primary",0,"Fulltime caretaker",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0,0,"Feels safe","Very uncommon","Somewhat","Never",1,"Seek support from family",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0.375,0,0,2,0.666666666666667,1,6,0.166666666666667,0.486111111111111,"Sexual_Harassment"
1,"40 – 49 years","Living with Partner","Completed secondary",NA,"Employed",1,NA,"Urban",1,"Daily","Several coping mechanisms (5-8)",0,0.333333333333333,"Feels safe","Very uncommon","A lot","Daily",1,"Seek support from family",1,"Seek support from family",1,0,1,1,0,0,0,1,0,0,0,7,6,0.875,0,0,3,1,1,6,0.393939393939394,0.219318181818182,"Physical"
1,"40 – 49 years","Living with Partner","Completed secondary",NA,"Employed",1,NA,"Urban",1,"Daily","Several coping mechanisms (5-8)",0,0.333333333333333,"Feels safe","Very uncommon","A lot","Daily",1,"Seek support from family",1,"Seek support from family",1,0,1,1,0,0,0,1,0,0,0,7,6,0.875,0,0,3,1,1,6,0.393939393939394,0.219318181818182,"Verbal"
1,"40 – 49 years","Living with Partner","Completed secondary",NA,"Employed",1,NA,"Urban",1,"Daily","Several coping mechanisms (5-8)",0,0.333333333333333,"Feels safe","Very uncommon","A lot","Daily",1,"Seek support from family",1,"Seek support from family",1,0,1,1,0,0,0,1,0,0,0,7,6,0.875,0,0,3,1,1,6,0.393939393939394,0.219318181818182,"Denial_of_Needs"
1,"40 – 49 years","Living with Partner","Completed secondary",NA,"Employed",1,NA,"Urban",1,"Daily","Several coping mechanisms (5-8)",0,0.333333333333333,"Feels safe","Very uncommon","A lot","Daily",1,"Seek support from family",1,"Seek support from family",1,0,1,1,0,0,0,1,0,0,0,7,6,0.875,0,0,3,1,1,6,0.393939393939394,0.219318181818182,"Denial_of_Communication"
1,"40 – 49 years","Living with Partner","Completed secondary",NA,"Employed",1,NA,"Urban",1,"Daily","Several coping mechanisms (5-8)",0,0.333333333333333,"Feels safe","Very uncommon","A lot","Daily",1,"Seek support from family",1,"Seek support from family",1,0,1,1,0,0,0,1,0,0,0,7,6,0.875,0,0,3,1,1,6,0.393939393939394,0.219318181818182,"Sexual_Harassment"
1,"18 – 29 years","Single","Technical / vocational",NA,"Employed",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","A little bit","2-3 times per week",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Call helpline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,3,1,1,0.333333333333333,1,6,0.583333333333333,0.430555555555556,"Physical"
1,"18 – 29 years","Single","Technical / vocational",NA,"Employed",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","A little bit","2-3 times per week",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Call helpline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,3,1,1,0.333333333333333,1,6,0.583333333333333,0.430555555555556,"Verbal"
1,"18 – 29 years","Single","Technical / vocational",NA,"Employed",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","A little bit","2-3 times per week",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Call helpline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,3,1,1,0.333333333333333,1,6,0.583333333333333,0.430555555555556,"Denial_of_Needs"
1,"18 – 29 years","Single","Technical / vocational",NA,"Employed",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","A little bit","2-3 times per week",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Call helpline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,3,1,1,0.333333333333333,1,6,0.583333333333333,0.430555555555556,"Denial_of_Communication"
1,"18 – 29 years","Single","Technical / vocational",NA,"Employed",0,NA,"Urban",0,"Never","Some coping mechanisms (1-4)",0.333333333333333,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","A little bit","2-3 times per week",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Call helpline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0.125,3,1,1,0.333333333333333,1,6,0.583333333333333,0.430555555555556,"Sexual_Harassment"
1,"40 – 49 years","Single","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Weekly","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Uncommon","Somewhat","2-3 times per week",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.333333333333333,2,0.666666666666667,1,6,0.666666666666667,0.277777777777778,"Physical"
1,"40 – 49 years","Single","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Weekly","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Uncommon","Somewhat","2-3 times per week",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.333333333333333,2,0.666666666666667,1,6,0.666666666666667,0.277777777777778,"Verbal"
1,"40 – 49 years","Single","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Weekly","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Uncommon","Somewhat","2-3 times per week",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.333333333333333,2,0.666666666666667,1,6,0.666666666666667,0.277777777777778,"Denial_of_Needs"
1,"40 – 49 years","Single","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Weekly","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Uncommon","Somewhat","2-3 times per week",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.333333333333333,2,0.666666666666667,1,6,0.666666666666667,0.277777777777778,"Denial_of_Communication"
1,"40 – 49 years","Single","Completed secondary",NA,"Employed",0,NA,"Urban",0,"Weekly","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Uncommon","Somewhat","2-3 times per week",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0.5,1,0.333333333333333,2,0.666666666666667,1,6,0.666666666666667,0.277777777777778,"Sexual_Harassment"
1,"18 – 29 years","Living with Partner","Completed primary",NA,"Employed",0,"Less","Urban",1,"Never","Several coping mechanisms (5-8)",0.666666666666667,0.333333333333333,"Feels unsafe/Sometimes feels unsafe","Common","A lot","2-3 times per week",1,"Seek support from family",1,"Seek support from family",0,0,0,0,0,0,0,0,0,0,0,8,6,1,2,0.666666666666667,3,1,1,6,0.242424242424242,0.252525252525253,"Physical"
1,"18 – 29 years","Living with Partner","Completed primary",NA,"Employed",0,"Less","Urban",1,"Never","Several coping mechanisms (5-8)",0.666666666666667,0.333333333333333,"Feels unsafe/Sometimes feels unsafe","Common","A lot","2-3 times per week",1,"Seek support from family",1,"Seek support from family",0,0,0,0,0,0,0,0,0,0,0,8,6,1,2,0.666666666666667,3,1,1,6,0.242424242424242,0.252525252525253,"Verbal"
1,"18 – 29 years","Living with Partner","Completed primary",NA,"Employed",0,"Less","Urban",1,"Never","Several coping mechanisms (5-8)",0.666666666666667,0.333333333333333,"Feels unsafe/Sometimes feels unsafe","Common","A lot","2-3 times per week",1,"Seek support from family",1,"Seek support from family",0,0,0,0,0,0,0,0,0,0,0,8,6,1,2,0.666666666666667,3,1,1,6,0.242424242424242,0.252525252525253,"Denial_of_Needs"
1,"18 – 29 years","Living with Partner","Completed primary",NA,"Employed",0,"Less","Urban",1,"Never","Several coping mechanisms (5-8)",0.666666666666667,0.333333333333333,"Feels unsafe/Sometimes feels unsafe","Common","A lot","2-3 times per week",1,"Seek support from family",1,"Seek support from family",0,0,0,0,0,0,0,0,0,0,0,8,6,1,2,0.666666666666667,3,1,1,6,0.242424242424242,0.252525252525253,"Denial_of_Communication"
1,"18 – 29 years","Living with Partner","Completed primary",NA,"Employed",0,"Less","Urban",1,"Never","Several coping mechanisms (5-8)",0.666666666666667,0.333333333333333,"Feels unsafe/Sometimes feels unsafe","Common","A lot","2-3 times per week",1,"Seek support from family",1,"Seek support from family",0,0,0,0,0,0,0,0,0,0,0,8,6,1,2,0.666666666666667,3,1,1,6,0.242424242424242,0.252525252525253,"Sexual_Harassment"
1,"30 – 39 years","Living with Partner","Post College",NA,"Employed",0,"Less","Urban",0,"Once or twice","Several coping mechanisms (5-8)",0,0,"Feels safe","Very common","Not at all","Once or twice a month",1,"Approach community leaders for support",1,"Access to women’s centres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,3,1,0,0,1,6,0.25,0.291666666666667,"Physical"
1,"30 – 39 years","Living with Partner","Post College",NA,"Employed",0,"Less","Urban",0,"Once or twice","Several coping mechanisms (5-8)",0,0,"Feels safe","Very common","Not at all","Once or twice a month",1,"Approach community leaders for support",1,"Access to women’s centres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,3,1,0,0,1,6,0.25,0.291666666666667,"Verbal"
1,"30 – 39 years","Living with Partner","Post College",NA,"Employed",0,"Less","Urban",0,"Once or twice","Several coping mechanisms (5-8)",0,0,"Feels safe","Very common","Not at all","Once or twice a month",1,"Approach community leaders for support",1,"Access to women’s centres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,3,1,0,0,1,6,0.25,0.291666666666667,"Denial_of_Needs"
1,"30 – 39 years","Living with Partner","Post College",NA,"Employed",0,"Less","Urban",0,"Once or twice","Several coping mechanisms (5-8)",0,0,"Feels safe","Very common","Not at all","Once or twice a month",1,"Approach community leaders for support",1,"Access to women’s centres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,3,1,0,0,1,6,0.25,0.291666666666667,"Denial_of_Communication"
1,"30 – 39 years","Living with Partner","Post College",NA,"Employed",0,"Less","Urban",0,"Once or twice","Several coping mechanisms (5-8)",0,0,"Feels safe","Very common","Not at all","Once or twice a month",1,"Approach community leaders for support",1,"Access to women’s centres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,3,1,0,0,1,6,0.25,0.291666666666667,"Sexual_Harassment"
1,"18 – 29 years","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Urban",0,"Monthly","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","Once a week",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,2,0.666666666666667,2,0.666666666666667,1,6,0.666666666666667,0.152777777777778,"Physical"
1,"18 – 29 years","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Urban",0,"Monthly","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","Once a week",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,2,0.666666666666667,2,0.666666666666667,1,6,0.666666666666667,0.152777777777778,"Verbal"
1,"18 – 29 years","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Urban",0,"Monthly","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","Once a week",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,2,0.666666666666667,2,0.666666666666667,1,6,0.666666666666667,0.152777777777778,"Denial_of_Needs"
1,"18 – 29 years","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Urban",0,"Monthly","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","Once a week",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,2,0.666666666666667,2,0.666666666666667,1,6,0.666666666666667,0.152777777777778,"Denial_of_Communication"
1,"18 – 29 years","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Urban",0,"Monthly","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Common","Somewhat","Once a week",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seek support from family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,0.875,2,0.666666666666667,2,0.666666666666667,1,6,0.666666666666667,0.152777777777778,"Sexual_Harassment"
1,"60 years and older","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Urban",1,"Once or twice","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Common","A little bit","2-3 times per week",1,"Seek support from a religious leader",1,"Seeking support from women’s groups/NGOs/CSOs",0,0,1,0,0,1,0,1,0,0,0,4,6,0.5,2,0.666666666666667,1,0.333333333333333,1,6,0.515151515151515,0.328282828282828,"Physical"
1,"60 years and older","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Urban",1,"Once or twice","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Common","A little bit","2-3 times per week",1,"Seek support from a religious leader",1,"Seeking support from women’s groups/NGOs/CSOs",0,0,1,0,0,1,0,1,0,0,0,4,6,0.5,2,0.666666666666667,1,0.333333333333333,1,6,0.515151515151515,0.328282828282828,"Verbal"
1,"60 years and older","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Urban",1,"Once or twice","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Common","A little bit","2-3 times per week",1,"Seek support from a religious leader",1,"Seeking support from women’s groups/NGOs/CSOs",0,0,1,0,0,1,0,1,0,0,0,4,6,0.5,2,0.666666666666667,1,0.333333333333333,1,6,0.515151515151515,0.328282828282828,"Denial_of_Needs"
1,"60 years and older","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Urban",1,"Once or twice","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Common","A little bit","2-3 times per week",1,"Seek support from a religious leader",1,"Seeking support from women’s groups/NGOs/CSOs",0,0,1,0,0,1,0,1,0,0,0,4,6,0.5,2,0.666666666666667,1,0.333333333333333,1,6,0.515151515151515,0.328282828282828,"Denial_of_Communication"
1,"60 years and older","Living with Partner","Completed secondary",NA,"Employed",0,"Less","Urban",1,"Once or twice","Some coping mechanisms (1-4)",0.666666666666667,1,"Feels unsafe/Sometimes feels unsafe","Common","A little bit","2-3 times per week",1,"Seek support from a religious leader",1,"Seeking support from women’s groups/NGOs/CSOs",0,0,1,0,0,1,0,1,0,0,0,4,6,0.5,2,0.666666666666667,1,0.333333333333333,1,6,0.515151515151515,0.328282828282828,"Sexual_Harassment"
1,"50 – 59 years","Widowed","Completed primary",1,"Fulltime caretaker",1,NA,"Urban",1,"Once or twice","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A lot","2-3 times per week",1,"Call/go to police",1,"Call/go to police",1,1,0,0,1,0,1,0,0,0,0,7,6,0.875,0,0,3,1,1,6,0.303030303030303,0.246590909090909,"Physical"
1,"50 – 59 years","Widowed","Completed primary",1,"Fulltime caretaker",1,NA,"Urban",1,"Once or twice","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A lot","2-3 times per week",1,"Call/go to police",1,"Call/go to police",1,1,0,0,1,0,1,0,0,0,0,7,6,0.875,0,0,3,1,1,6,0.303030303030303,0.246590909090909,"Verbal"
1,"50 – 59 years","Widowed","Completed primary",1,"Fulltime caretaker",1,NA,"Urban",1,"Once or twice","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A lot","2-3 times per week",1,"Call/go to police",1,"Call/go to police",1,1,0,0,1,0,1,0,0,0,0,7,6,0.875,0,0,3,1,1,6,0.303030303030303,0.246590909090909,"Denial_of_Needs"
1,"50 – 59 years","Widowed","Completed primary",1,"Fulltime caretaker",1,NA,"Urban",1,"Once or twice","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A lot","2-3 times per week",1,"Call/go to police",1,"Call/go to police",1,1,0,0,1,0,1,0,0,0,0,7,6,0.875,0,0,3,1,1,6,0.303030303030303,0.246590909090909,"Denial_of_Communication"
1,"50 – 59 years","Widowed","Completed primary",1,"Fulltime caretaker",1,NA,"Urban",1,"Once or twice","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very uncommon","A lot","2-3 times per week",1,"Call/go to police",1,"Call/go to police",1,1,0,0,1,0,1,0,0,0,0,7,6,0.875,0,0,3,1,1,6,0.303030303030303,0.246590909090909,"Sexual_Harassment"
1,"40 – 49 years","Separated / Divorced","Technical / vocational",NA,"Employed",1,NA,"Urban",1,"Daily","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","Somewhat","Daily",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seeking support from women’s groups/NGOs/CSOs",0,1,0,1,0,1,1,1,0,0,1,8,6,1,3,1,2,0.666666666666667,1,6,0.727272727272727,0.0818181818181818,"Physical"
1,"40 – 49 years","Separated / Divorced","Technical / vocational",NA,"Employed",1,NA,"Urban",1,"Daily","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","Somewhat","Daily",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seeking support from women’s groups/NGOs/CSOs",0,1,0,1,0,1,1,1,0,0,1,8,6,1,3,1,2,0.666666666666667,1,6,0.727272727272727,0.0818181818181818,"Verbal"
1,"40 – 49 years","Separated / Divorced","Technical / vocational",NA,"Employed",1,NA,"Urban",1,"Daily","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","Somewhat","Daily",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seeking support from women’s groups/NGOs/CSOs",0,1,0,1,0,1,1,1,0,0,1,8,6,1,3,1,2,0.666666666666667,1,6,0.727272727272727,0.0818181818181818,"Denial_of_Needs"
1,"40 – 49 years","Separated / Divorced","Technical / vocational",NA,"Employed",1,NA,"Urban",1,"Daily","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","Somewhat","Daily",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seeking support from women’s groups/NGOs/CSOs",0,1,0,1,0,1,1,1,0,0,1,8,6,1,3,1,2,0.666666666666667,1,6,0.727272727272727,0.0818181818181818,"Denial_of_Communication"
1,"40 – 49 years","Separated / Divorced","Technical / vocational",NA,"Employed",1,NA,"Urban",1,"Daily","Several coping mechanisms (5-8)",0.666666666666667,0.666666666666667,"Feels unsafe/Sometimes feels unsafe","Very common","Somewhat","Daily",1,"Seeking support from women’s groups/NGOs/CSOs",1,"Seeking support from women’s groups/NGOs/CSOs",0,1,0,1,0,1,1,1,0,0,1,8,6,1,3,1,2,0.666666666666667,1,6,0.727272727272727,0.0818181818181818,"Sexual_Harassment"
